Crop_Type,Soil_Type,N,P,K,Moisture,Temperature,Land_Area,Yield
Rice,Alluvial Soil,54,61,41,20.535753973207825,33.437050239606066,2.0786724782256725,600
Rice,Alluvial Soil,98,17,48,10.186895895898116,37.16888704616356,19.68128979654749,8147
Rice,Laterite Soil,29,68,36,10.580289655836392,23.86493096621733,18.704962478874,4480
Rice,Laterite Soil,87,49,8,14.14362770551663,28.018179217206686,12.243487084235497,7183
Rice,Alluvial Soil,41,60,50,21.02494193555016,10.862931375116236,4.373169495231504,7879
Rice,Black Soil,68,68,38,11.687488129268583,14.334473374505992,7.984328961871649,4496
Rice,Red Soil,99,55,11,10.195639349602354,13.814153746668474,8.245780458843555,5639
Rice,Alluvial Soil,25,34,36,10.227998504608529,37.93639769879549,9.217529932856229,7649
Rice,Red Soil,30,14,27,17.467954033371733,25.402099403812443,6.195571994857799,1684
Rice,Red Soil,46,54,25,10.21194370830318,15.299211190305206,18.772312795631528,1067
Rice,Black Soil,32,33,43,12.9697384708727,37.04892205593849,13.886137522921535,4126
Rice,Alluvial Soil,38,70,22,15.46132397689577,23.03598478575717,2.0129267048539976,5455
Rice,Laterite Soil,78,14,51,12.329148444895058,28.267665182663315,11.287341644809333,2338
Rice,Black Soil,48,29,23,22.14759861340005,13.020201512627851,9.716940600233295,8870
Rice,Laterite Soil,45,52,22,12.854825812302916,13.126831603990782,14.207742825716055,9374
Rice,Alluvial Soil,32,35,50,13.205097848241092,30.560505285754854,17.92303077109922,2849
Rice,Red Soil,90,18,43,17.653912479175432,16.340516638326577,0.5668112601922375,8805
Rice,Laterite Soil,100,57,18,7.8444428183871695,33.972480447231135,18.196363736799903,774
Rice,Laterite Soil,40,29,45,16.50498222266549,39.4027444718933,9.46731228482764,6133
Rice,Black Soil,90,60,36,14.107015138125456,26.11165845523906,6.382308296764205,542
Rice,Alluvial Soil,44,32,48,23.522960978204537,10.701373507983222,11.084795428500394,3615
Rice,Red Soil,86,19,45,17.529723981466447,13.284318676377278,16.62578185788783,584
Rice,Red Soil,25,64,28,6.340785322153648,38.21253315578622,12.654911232598872,5996
Rice,Red Soil,20,24,22,11.15286131497099,18.95810374397201,18.50118655288563,3233
Rice,Red Soil,63,39,34,12.116648093811522,30.878298731663094,6.441660424133153,8455
Rice,Alluvial Soil,85,70,29,10.838353959608437,17.112693019439412,4.074627997373419,7964
Rice,Red Soil,89,19,10,9.82156530842222,23.80796841192925,10.824455342500285,3280
Rice,Alluvial Soil,72,63,40,17.588694472630014,20.14046413331828,16.68098467812028,1595
Rice,Black Soil,50,49,22,10.042952436418462,34.01037876365287,10.764953972574304,1851
Rice,Black Soil,78,51,31,17.297639651841287,17.399199051610317,9.244341814436664,8809
Rice,Alluvial Soil,37,12,18,12.383299454529835,19.042358835999487,17.00796470378265,5799
Rice,Laterite Soil,82,27,15,13.786884511136906,32.921474444263154,17.408965545620063,2580
Rice,Laterite Soil,30,34,24,13.46261385338687,16.97382638228389,9.455536225767291,2612
Rice,Alluvial Soil,71,68,41,20.098197622989737,22.95310892371525,3.3139093930752,3893
Rice,Laterite Soil,94,20,58,16.227209481912666,14.266567191960476,4.479621596277774,5206
Rice,Laterite Soil,40,55,5,5.206532298640321,25.17419074038824,11.45715395458878,6523
Rice,Laterite Soil,25,70,14,20.089326642764867,10.22185599443516,16.77328681078776,6943
Rice,Black Soil,68,26,50,22.7777773881809,30.34565454967393,15.533351183239414,5987
Rice,Alluvial Soil,96,13,20,10.113895709624458,36.96932829800778,5.179769203739491,6133
Rice,Black Soil,78,69,38,16.868448257443667,21.231500423988045,13.669202844600008,8812
Rice,Laterite Soil,66,57,41,20.760220454623365,21.79533851313921,0.8801872530635101,7540
Rice,Alluvial Soil,45,22,39,19.388961038557465,23.15883325933388,9.117219803084415,7872
Rice,Black Soil,39,19,16,15.339522655382838,10.90403611878911,14.04634673712516,5404
Rice,Alluvial Soil,58,34,14,13.304279986578935,37.67151423061176,8.17059684959867,5390
Rice,Red Soil,31,67,34,10.934719258237472,25.769728409569545,5.463700013154038,4113
Rice,Alluvial Soil,49,55,32,19.91983822819652,35.78636686843541,19.848308405069176,1826
Rice,Alluvial Soil,44,28,17,11.122217951018715,23.061070752286035,16.64368380579338,8958
Rice,Black Soil,59,22,26,14.31320311812348,11.63081037031674,5.906118248089824,6362
Rice,Alluvial Soil,22,39,10,9.946005830425,29.700437821749723,18.24416780747289,6177
Rice,Black Soil,55,60,10,21.03011450548364,28.162356435036383,15.652679969290508,2265
Rice,Black Soil,94,11,29,19.514715876962875,33.71850216287568,8.179123043364587,4509
Rice,Laterite Soil,77,15,38,16.810286613251797,23.70032945676926,8.30612765705008,7599
Rice,Black Soil,57,63,18,14.0598521117646,28.847389869167888,18.71380039918534,2423
Rice,Alluvial Soil,66,69,20,7.470559086263524,26.21750285263884,9.181195677588882,5755
Rice,Red Soil,52,30,5,18.5162681980648,36.36278142345291,12.084381299173524,4438
Rice,Alluvial Soil,100,24,22,22.4038128904182,30.87013270876779,15.719227204484737,8881
Rice,Laterite Soil,32,24,12,14.929450867912191,35.834548223321704,19.112209487706465,7575
Rice,Alluvial Soil,91,22,55,16.502641447484475,19.72184183896485,19.51689771451682,4975
Rice,Alluvial Soil,60,51,57,20.022893859784617,25.87657943863873,3.486280611949628,5640
Rice,Red Soil,52,15,22,10.82865091950584,15.746587535241083,18.13296248068485,1757
Rice,Alluvial Soil,54,70,30,9.821131216359376,14.431462381528291,0.5048613110602125,8131
Rice,Black Soil,32,63,26,14.025278081446617,18.48293668217683,12.967693993755429,2753
Rice,Red Soil,36,27,40,15.556470960813067,26.83056690896153,10.597170780487474,6908
Rice,Alluvial Soil,62,27,20,8.176769218689724,35.27619739908285,4.849333342947862,9854
Rice,Red Soil,54,19,42,24.843084161501483,27.5625661456214,2.3159972749903703,7324
Rice,Black Soil,28,54,37,24.837847582971698,32.98820823351937,14.875258227176747,3291
Rice,Black Soil,80,42,13,10.07285722562874,13.859702564489329,9.570402730446355,8488
Rice,Red Soil,53,62,53,16.63876394675663,24.5082498355019,16.472448225867925,3470
Rice,Alluvial Soil,50,37,11,19.079519365056548,22.97441012777827,8.416983097054331,6692
Rice,Red Soil,57,62,47,18.973781858137645,19.695832652196053,12.9651448726058,9180
Rice,Laterite Soil,56,14,25,6.945151126772069,16.078055312169344,18.39030288018295,9237
Rice,Red Soil,51,13,55,15.527791603232616,38.86460228368014,9.634168099944254,1639
Rice,Red Soil,69,16,44,23.43871254641005,27.01874633806676,10.141838172761908,1040
Rice,Laterite Soil,37,60,11,16.917393996166265,15.033119856074826,2.0648740622967603,6044
Rice,Laterite Soil,100,49,43,19.013111129434744,16.284470562263387,10.997083396823784,4760
Rice,Laterite Soil,82,28,55,23.422111595645127,29.054325124846606,14.521395436517986,1486
Rice,Alluvial Soil,30,52,35,16.572361866030736,35.48119136606421,16.187879203261282,6734
Rice,Red Soil,99,36,13,5.920567982568656,15.142918279546173,12.062187290287364,1473
Rice,Laterite Soil,61,54,32,22.84057323132076,25.42532421192005,0.5450179532806567,5217
Rice,Alluvial Soil,24,69,46,13.302529610793464,14.03437996338415,2.93925194686422,2244
Rice,Laterite Soil,76,60,54,22.9162917534683,34.439956087513,6.950269339035528,5650
Rice,Alluvial Soil,92,10,5,12.332152349608588,31.913774970936203,17.798526237467215,2145
Rice,Black Soil,62,13,54,12.641540895860864,20.23824540805733,11.502235423355913,7567
Rice,Black Soil,61,44,13,17.663644304365192,21.257895544368747,15.32874543188769,5462
Rice,Laterite Soil,64,58,24,18.49089314083976,29.13212421933905,7.443421821954078,6878
Rice,Alluvial Soil,30,36,22,8.883999162528085,17.972122498904607,6.277422308795106,6525
Rice,Black Soil,68,19,37,20.074462408759675,35.86867935771211,9.220191643815255,2095
Rice,Red Soil,94,34,9,12.661301359037594,30.493171362231006,12.971027256594256,6706
Rice,Alluvial Soil,79,23,51,23.61449357164044,33.59179414579984,13.858560534173654,6025
Rice,Laterite Soil,100,65,22,20.9593806176896,10.846060236321817,7.400761920487903,6215
Rice,Alluvial Soil,79,31,7,15.210959672515749,11.166279191405389,14.748800499921376,7526
Rice,Alluvial Soil,50,68,10,17.411085496149173,20.308667046106336,15.404229094156534,3093
Rice,Black Soil,35,18,43,23.877859073052225,22.364365375346267,7.925773083421546,4933
Rice,Alluvial Soil,89,68,39,6.492818534622815,27.00623555656046,19.476380287198804,3164
Rice,Alluvial Soil,31,23,14,20.220382394550345,34.51430170830662,11.377431860734337,4658
Rice,Black Soil,22,36,21,17.755919739796383,30.61955632561406,5.016380051812095,2165
Rice,Red Soil,35,67,18,10.73553165825322,33.279522536185375,8.84625339732726,7658
Rice,Black Soil,48,64,15,19.237657910120344,30.7254837109013,6.659064852137946,2974
Rice,Red Soil,35,30,40,10.32174778376663,10.97011191122571,14.314722769964993,5238
Rice,Black Soil,80,59,33,20.546996515199265,19.15926925139248,14.758093744378018,3266
Rice,Red Soil,72,44,13,23.17694961222716,37.647462923056175,12.015724969664788,3793
Rice,Laterite Soil,32,12,34,9.957766944709403,20.64268973405277,17.786205373367775,5717
Rice,Black Soil,84,38,8,6.315445765278258,11.369332364135325,12.209648790995915,5586
Rice,Red Soil,55,67,8,7.916606148860488,29.211414316638887,16.5138035559523,8692
Rice,Alluvial Soil,53,20,37,10.27873333336979,25.1325930496052,7.506638067073142,7491
Rice,Alluvial Soil,73,14,31,8.71310508678347,36.57614209775645,13.183787068834208,3251
Rice,Alluvial Soil,45,53,12,24.70131779227168,16.991704144463416,1.0091399474905849,5435
Rice,Red Soil,91,14,50,21.13792444104934,32.789773820805884,3.930227517944101,1506
Rice,Laterite Soil,93,70,39,12.17597645828882,16.49417862032977,2.219112836798086,5510
Rice,Red Soil,93,49,40,23.671413818154747,16.726778303606807,5.298517351660597,1892
Rice,Laterite Soil,22,11,11,8.417979386410456,28.40339332703685,11.843500650901088,5133
Rice,Laterite Soil,95,15,28,6.039548529255383,26.390198488798703,18.51325442413346,1128
Rice,Black Soil,37,70,10,7.804543188071058,36.79200606231245,3.647499431608471,2676
Rice,Black Soil,54,44,31,14.78160696626263,30.27073569438309,8.251069926273138,6453
Rice,Laterite Soil,53,49,29,7.189623181406448,13.742926649475256,19.15418307659392,2028
Rice,Black Soil,93,68,5,15.864809299948575,10.88203936248677,14.249331651696686,3130
Rice,Red Soil,87,27,32,22.266353938105528,30.95669510862048,12.46136930727851,4766
Rice,Alluvial Soil,93,21,7,23.4454699875002,30.25267539958696,15.093615597897005,9655
Rice,Red Soil,46,65,22,19.67060273449609,31.86232244726028,1.4264841536175346,7441
Rice,Red Soil,59,59,51,11.338408643480802,30.00719074196912,4.871995900258472,6889
Rice,Alluvial Soil,90,39,43,17.743479674924608,31.215004172600224,18.164827277330417,8560
Rice,Laterite Soil,84,21,33,20.332507100056567,15.45118543852232,2.053966346800008,3257
Rice,Red Soil,42,67,44,20.81965626675018,26.41791418936763,16.39640549019986,4716
Rice,Laterite Soil,50,26,16,13.328599702910688,16.89381881160822,6.307751188261222,4897
Rice,Black Soil,29,19,27,18.730568775074445,37.85292626472789,0.5142811892664285,9029
Rice,Black Soil,43,47,53,16.373463159520327,25.07766937639748,4.316451698447642,6342
Rice,Laterite Soil,74,62,7,23.8245957954688,16.370264881326186,5.487080684366541,4561
Rice,Alluvial Soil,45,47,35,14.658789217821273,27.0645080590248,17.11418721010199,4131
Rice,Laterite Soil,83,63,7,18.747405512722885,37.68647972596153,7.267097600814425,8291
Rice,Alluvial Soil,58,35,57,9.563323785329787,32.43711250066254,0.8439548593353081,4281
Rice,Black Soil,65,13,26,10.2241341634061,14.934739946258636,19.661398109595684,4615
Rice,Laterite Soil,42,19,17,20.46793876234496,37.79354194103215,17.795410270897438,1929
Rice,Laterite Soil,54,23,48,16.706017249777645,21.24673408120258,15.91226352251054,4243
Rice,Red Soil,82,69,22,15.288977815257129,37.6786318948406,5.845628545089083,4384
Rice,Laterite Soil,93,18,42,12.60285378288842,14.324419958566075,10.736234642998893,7570
Rice,Black Soil,93,68,33,9.07776253509233,22.80380490341949,8.070499019106961,3355
Rice,Laterite Soil,34,69,39,14.408960884572693,10.969522234057552,11.726001933074969,2721
Rice,Laterite Soil,96,70,16,18.7371039332288,34.19469399487053,4.349059978887087,7480
Rice,Laterite Soil,23,22,55,23.63487909463535,37.40163307749981,19.01386495394538,6188
Rice,Alluvial Soil,53,22,42,6.060668312569952,15.472700728629452,12.275727341620476,2865
Rice,Laterite Soil,21,33,33,5.407821985406118,39.28584160772954,7.292641501326598,8326
Rice,Black Soil,69,19,38,13.836720443266358,10.7005652478666,4.089595936220078,9524
Rice,Alluvial Soil,60,20,60,15.601636552107738,26.029991501375736,15.615137283331777,5353
Rice,Alluvial Soil,54,10,46,9.53324856826952,26.504999481081697,6.892685133249655,846
Rice,Alluvial Soil,83,20,11,15.909760730945182,28.56160713130025,18.958374232815498,8337
Rice,Red Soil,21,26,13,21.547576318386344,28.692078112445888,2.63719900250784,7791
Rice,Black Soil,82,37,23,15.997689424320676,29.30959749973464,4.133500968227351,5845
Rice,Red Soil,21,64,42,9.112302809702546,22.688626126856736,1.7094132723661353,6751
Rice,Laterite Soil,49,15,54,14.271713377377298,37.02158845688642,9.15405484818826,8109
Rice,Laterite Soil,98,17,14,12.418932390019412,25.953740315566023,12.031721442423086,2756
Rice,Laterite Soil,53,42,17,12.782807297426954,35.62497323847859,3.960443709487117,6895
Rice,Laterite Soil,80,61,49,13.404551890400256,37.58695803025442,10.778833956180303,3716
Rice,Black Soil,52,69,15,23.972685333036708,21.93332706951613,1.014587748542945,9490
Rice,Alluvial Soil,47,67,30,19.01517179443508,26.946367227784755,18.299061346561963,5220
Rice,Red Soil,34,46,27,7.208905513125878,17.30326873735646,19.72152018008487,634
Rice,Black Soil,24,61,12,20.097870856834987,26.09261469210368,4.844738357299619,8473
Rice,Laterite Soil,23,56,57,24.25718390146082,34.64801619268505,19.90971787407248,8810
Rice,Black Soil,95,29,21,23.573745060673343,33.99044384190385,10.40212028217663,810
Rice,Alluvial Soil,23,24,17,18.843843115780707,23.989924575258897,18.432078951690023,6607
Rice,Red Soil,34,52,52,15.60508080140944,31.201665909462903,17.60504243453754,6533
Rice,Laterite Soil,36,56,11,24.593116833244444,39.282814773257165,8.965397223928772,2093
Rice,Black Soil,71,22,59,14.957041539029587,23.50952053549186,3.7904834049588736,6492
Rice,Alluvial Soil,85,27,35,19.945538759477607,18.452030371197463,19.54024691431502,9886
Rice,Black Soil,59,27,6,16.409232375823517,11.706001701506194,8.99220193069978,3674
Rice,Laterite Soil,61,34,16,9.158837956505652,28.61199485370649,15.865080778957768,1324
Rice,Red Soil,54,38,49,16.772756081587495,30.33460667725312,16.60137372895545,1753
Rice,Alluvial Soil,83,18,25,22.87690625403536,17.18026122978529,13.729933905652846,7091
Rice,Laterite Soil,35,39,11,14.52001106857902,20.60073697464988,12.766919171914182,6901
Rice,Black Soil,33,35,54,6.484325146496741,16.17447819447945,14.443362310572144,2577
Rice,Black Soil,42,54,33,8.932386550560398,11.840059244104395,1.9415213206689028,2436
Rice,Black Soil,49,53,34,19.82567921890756,27.995459174820365,9.913879984879548,7326
Rice,Black Soil,44,45,27,20.457314855314088,34.26059248809903,4.555611785914414,5336
Rice,Alluvial Soil,86,11,37,9.276493011886586,33.993414887742944,15.603628784056646,9886
Rice,Alluvial Soil,74,21,33,20.2325292690141,21.01734038146788,9.278650344818404,7138
Rice,Red Soil,95,50,35,7.459055283740015,19.509513056829967,11.488401666583748,8051
Rice,Alluvial Soil,23,61,36,15.372461673062812,28.313985025780344,16.419797799627656,2183
Rice,Black Soil,53,27,58,19.60385856549193,35.40968176594665,13.904730597462676,2013
Rice,Alluvial Soil,72,13,6,7.690284274911665,13.368779643194788,15.932843718664074,7608
Rice,Laterite Soil,80,45,35,12.543336746141538,25.988119391998165,9.770827094800849,3450
